match_id,team,attack_mean,defense_mean,magic_mean,difficulty_mean,primary_role_Assassin_sum,primary_role_Fighter_sum,primary_role_Mage_sum,primary_role_Marksman_sum,primary_role_Support_sum,primary_role_Tank_sum,game_duration,win
NA1_5218434803,2,4.8,3.8,5.8,6.6,0,0,2,1,2,0,1555.0,True
NA1_5218434815,1,5.6,4.4,6.2,7.0,2,1,1,0,1,0,1035.0,False
NA1_5218434815,2,3.8,4.2,3.8,4.6,0,0,2,1,1,1,1035.0,True
NA1_5218435053,1,5.6,4.6,4.8,4.2,0,1,1,1,1,1,1161.0,True
NA1_5218435053,2,4.4,3.8,6.8,5.6,0,1,2,1,1,0,1161.0,False
NA1_5218437574,1,4.8,5.2,5.8,6.4,1,0,2,1,0,1,1210.0,False
NA1_5218437574,2,6.8,4.8,3.8,5.6,0,0,0,3,0,2,1210.0,True
NA1_5218437723,1,5.4,5.4,5.2,4.0,1,1,0,1,1,1,1785.0,False
NA1_5218437723,2,5.2,5.2,5.4,5.6,0,1,1,1,0,2,1785.0,True
NA1_5218438011,1,5.0,4.8,5.2,4.8,0,2,1,0,1,1,1484.0,True
NA1_5218438011,2,6.2,4.6,4.4,4.2,0,2,1,1,0,1,1484.0,False
NA1_5218439630,1,5.6,3.6,6.2,6.6,1,1,1,1,0,1,1472.0,False
NA1_5218439630,2,5.6,3.2,6.0,7.2,0,3,1,1,0,0,1472.0,True
NA1_5218440950,1,4.0,5.0,6.4,5.6,0,1,2,0,2,0,1040.0,False
NA1_5218440950,2,6.0,2.0,3.8,4.6,0,1,1,3,0,0,1040.0,True
NA1_5218441319,1,5.0,5.0,6.8,4.4,0,0,1,2,0,2,1465.0,False
NA1_5218441319,2,4.8,4.4,6.2,6.2,1,3,1,0,0,0,1465.0,True
NA1_5218441544,1,4.6,3.0,7.0,6.8,1,0,4,0,0,0,1260.0,False
NA1_5218441544,2,4.4,2.4,5.2,4.2,0,0,2,1,2,0,1260.0,True
NA1_5218442169,1,5.0,5.2,5.4,5.0,0,2,1,1,0,1,1232.0,True
NA1_5218442169,2,4.8,4.8,5.0,5.8,0,1,2,0,1,1,1232.0,False
NA1_5218442796,1,8.0,5.4,4.0,4.6,1,2,0,1,0,1,1607.0,True
NA1_5218442796,2,4.2,3.2,5.0,4.4,1,0,2,0,1,1,1607.0,False
NA1_5218443678,1,5.0,2.8,7.2,6.4,0,0,2,2,1,0,1717.0,False
NA1_5218443678,2,5.8,3.8,2.0,5.0,0,2,0,2,1,0,1717.0,True
NA1_5218443870,1,3.6,5.6,6.6,5.4,1,1,2,0,1,0,1098.0,False
NA1_5218443870,2,5.6,4.6,5.4,4.6,1,0,1,2,1,0,1098.0,True
NA1_5218445260,1,2.8,4.4,5.4,4.6,0,0,1,0,3,1,997.0,True
NA1_5218445260,2,6.2,4.4,5.2,5.8,0,0,1,3,0,1,997.0,False
NA1_5218446967,1,4.8,4.0,6.8,5.8,0,1,2,1,1,0,1302.0,True
NA1_5218446967,2,5.8,3.8,5.8,6.2,0,1,1,2,1,0,1302.0,False
NA1_5218448133,1,4.6,4.4,4.6,5.4,1,0,0,2,0,2,1218.0,True
NA1_5218448133,2,5.0,5.2,6.0,5.2,0,3,2,0,0,0,1218.0,False
NA1_5218448155,1,3.0,4.0,7.2,6.4,0,0,3,1,0,1,975.0,True
NA1_5218448155,2,6.0,4.4,5.6,6.2,0,1,1,2,1,0,975.0,False
NA1_5218449336,1,4.2,4.4,6.2,5.0,0,1,2,1,1,0,1093.0,True
NA1_5218449336,2,6.2,4.0,5.0,4.8,0,2,1,2,0,0,1093.0,False
NA1_5218450076,1,7.0,3.2,3.6,6.2,1,2,0,2,0,0,1598.0,True
NA1_5218450076,2,6.4,2.8,5.2,6.8,0,0,1,2,2,0,1598.0,False
NA1_5218450077,1,3.8,4.6,7.6,6.6,2,1,2,0,0,0,1626.0,False
NA1_5218450077,2,5.2,5.2,4.6,6.0,0,1,1,2,0,1,1626.0,True
NA1_5218451434,1,5.4,4.8,5.4,6.2,0,0,2,1,0,2,1467.0,True
NA1_5218451434,2,3.8,4.0,4.8,6.0,1,0,1,2,0,1,1467.0,False
NA1_5218451995,1,6.8,4.4,4.0,6.0,1,2,0,0,1,1,646.0,False
NA1_5218451995,2,5.0,5.2,6.0,6.0,1,2,1,1,0,0,646.0,True
NA1_5218452064,1,7.0,4.8,3.8,5.8,1,3,0,1,0,0,1102.0,False
NA1_5218452064,2,4.8,4.4,6.0,6.2,1,1,1,1,1,0,1102.0,True
NA1_5218452966,1,4.8,3.8,6.4,5.8,1,2,1,1,0,0,1363.0,False
NA1_5218452966,2,4.2,4.8,6.6,5.6,0,0,3,2,0,0,1363.0,True
NA1_5218454714,1,6.2,4.0,4.2,6.4,1,1,1,1,0,1,1311.0,False
NA1_5218454714,2,7.6,4.2,4.0,4.6,1,1,0,3,0,0,1311.0,True
NA1_5218455617,1,5.0,4.0,4.6,5.8,2,0,0,2,0,1,970.0,False
NA1_5218455617,2,6.8,4.4,5.0,5.2,0,1,1,2,0,1,970.0,True
NA1_5218455638,1,5.2,3.6,3.8,5.2,0,3,0,0,2,0,1428.0,False
NA1_5218455638,2,4.2,2.2,4.8,5.0,0,0,2,2,0,1,1428.0,True
NA1_5218457280,1,6.4,2.4,5.4,5.2,1,0,0,3,1,0,526.0,True
NA1_5218457280,2,7.6,4.0,2.8,5.8,0,3,1,0,1,0,526.0,False
NA1_5218457669,1,5.2,4.0,5.4,4.8,0,0,1,2,2,0,1667.0,True
NA1_5218457669,2,5.8,4.6,4.8,5.4,0,1,2,2,0,0,1667.0,False
NA1_5218457688,1,5.8,4.2,2.2,3.6,0,0,0,3,1,1,1343.0,True
NA1_5218457688,2,5.8,5.0,4.8,6.2,1,1,1,0,1,1,1343.0,False
NA1_5218459826,1,4.8,4.6,5.8,6.2,0,0,2,2,0,1,1236.0,False
NA1_5218459826,2,4.0,4.6,6.6,6.8,1,1,1,0,1,1,1236.0,True
NA1_5218459928,1,4.4,4.2,6.8,6.6,1,0,2,1,0,1,1027.0,False
NA1_5218459928,2,6.0,3.6,5.2,5.2,0,0,1,3,0,1,1027.0,True
NA1_5218460711,1,6.6,5.2,4.2,4.8,0,2,1,1,1,0,1424.0,False
NA1_5218460711,2,7.6,3.4,3.8,4.4,0,1,1,3,0,0,1424.0,True
NA1_5218462331,1,4.8,3.8,5.4,5.6,1,1,1,1,0,1,1073.0,False
NA1_5218462331,2,4.0,3.6,7.2,5.2,0,0,2,1,1,1,1073.0,True
NA1_5218462615,1,4.6,4.0,6.8,5.4,1,1,1,1,0,1,1474.0,True
NA1_5218462615,2,4.8,5.0,5.4,7.0,1,0,1,0,1,2,1474.0,False
NA1_5218462716,1,4.2,3.0,7.6,6.8,0,1,2,1,1,0,1618.0,False
NA1_5218462716,2,4.4,4.4,3.6,3.2,0,1,1,2,0,1,1618.0,True
NA1_5218467748,1,5.8,4.6,5.8,5.6,0,1,1,1,1,1,603.0,True
NA1_5218467748,2,4.6,5.2,6.4,6.6,1,1,0,1,0,2,603.0,False
NA1_5218468390,1,6.2,2.6,5.4,4.2,0,0,1,3,1,0,1497.0,False
NA1_5218468390,2,5.2,3.2,6.6,7.0,0,1,3,1,0,0,1497.0,True
NA1_5218468522,1,4.6,3.8,4.0,5.6,0,1,3,0,0,1,1352.0,True
NA1_5218468522,2,6.8,4.8,3.8,6.2,2,1,0,2,0,0,1352.0,False
NA1_5218468765,1,4.8,3.2,3.8,5.0,0,1,1,2,1,0,870.0,True
NA1_5218468765,2,5.8,4.0,5.4,6.8,0,0,2,2,0,1,870.0,False
NA1_5218469862,1,6.0,7.0,4.8,4.2,0,2,0,0,0,3,1046.0,False
NA1_5218469862,2,6.2,2.8,6.0,5.0,1,1,1,2,0,0,1046.0,True
NA1_5218470010,1,6.2,4.0,5.2,6.8,0,0,2,2,0,1,513.0,False
NA1_5218470010,2,6.4,5.0,3.6,5.4,1,1,0,1,1,1,513.0,True
NA1_5218470064,1,6.0,4.8,4.2,5.6,0,1,0,2,1,1,1134.0,True
NA1_5218470064,2,4.0,4.8,6.6,5.4,0,0,1,1,2,1,1134.0,False
NA1_5218473141,1,6.6,5.2,4.4,5.4,0,1,1,2,1,0,1078.0,False
NA1_5218473141,2,6.2,4.6,5.0,5.4,1,1,0,1,1,1,1078.0,True
NA1_5218474183,1,7.0,5.0,3.6,5.0,1,1,0,2,1,0,1604.0,True
NA1_5218474183,2,5.0,3.8,5.0,4.4,1,1,1,2,0,0,1604.0,False
NA1_5218475014,1,7.8,4.6,2.8,5.2,0,1,0,3,0,1,896.0,True
NA1_5218475014,2,6.6,6.0,4.2,3.8,1,3,0,0,0,1,896.0,False
NA1_5218477796,1,6.8,3.6,4.4,5.0,1,1,1,2,0,0,1411.0,False
NA1_5218477796,2,7.6,4.2,4.2,6.6,0,3,0,0,2,0,1411.0,True
NA1_5218480837,1,6.4,3.2,3.0,3.8,1,2,0,1,1,0,858.0,True
NA1_5218480837,2,4.0,4.0,6.2,4.6,0,0,2,2,1,0,858.0,False
NA1_5218481202,1,2.4,4.4,8.2,5.2,0,0,4,0,0,1,1106.0,False
NA1_5218481202,2,5.6,3.8,3.4,3.8,0,1,0,2,0,2,1106.0,True
NA1_5218481800,1,4.6,5.6,6.0,5.6,0,1,1,1,1,1,958.0,False
NA1_5218481800,2,6.4,4.4,5.4,6.2,0,1,1,2,1,0,958.0,True
NA1_5218482614,1,4.2,4.4,6.4,6.0,1,0,2,1,0,1,1360.0,True
NA1_5218482614,2,4.2,5.0,7.2,6.0,1,0,2,0,0,2,1360.0,False
NA1_5218490173,1,5.2,5.2,5.2,5.2,0,0,1,1,1,2,1050.0,False
NA1_5218490173,2,4.6,4.2,5.6,5.2,0,1,2,1,0,1,1050.0,True
NA1_5218491644,1,6.0,4.2,5.6,6.4,1,3,1,0,0,0,921.0,False
NA1_5218491644,2,5.4,4.2,5.8,4.8,0,1,1,1,0,2,921.0,True
NA1_5218495105,1,4.0,3.6,7.8,4.6,1,0,3,1,0,0,1216.0,False
NA1_5218495105,2,6.8,5.4,3.4,5.0,0,1,0,2,0,2,1216.0,True
NA1_5218502297,1,6.2,3.8,1.6,3.2,1,1,1,1,1,0,938.0,True
NA1_5218502297,2,6.0,5.6,4.4,7.0,0,2,1,1,1,0,938.0,False
NA1_5218505036,1,5.8,5.8,5.0,4.0,0,1,1,1,0,2,918.0,False
NA1_5218505036,2,4.8,5.0,5.6,5.0,0,1,1,2,0,1,918.0,True
NA1_5218508704,1,7.0,3.6,6.2,5.0,0,2,0,2,1,0,1140.0,False
NA1_5218508704,2,4.4,4.6,6.4,6.6,0,1,2,1,1,0,1140.0,True
NA1_5218509107,1,4.0,3.8,7.0,5.8,1,2,2,0,0,0,1673.0,False
NA1_5218509107,2,3.4,4.0,7.6,6.2,1,1,2,1,0,0,1673.0,True
NA1_5218511410,1,4.4,4.6,6.0,5.4,0,1,2,1,1,0,1013.0,False
NA1_5218511410,2,6.4,5.2,4.6,5.6,0,2,1,1,0,1,1013.0,True
NA1_5218515955,1,6.0,3.8,3.2,5.0,1,1,0,2,0,1,1171.0,True
NA1_5218515955,2,7.2,3.6,5.0,5.0,2,1,0,1,1,0,1171.0,False
NA1_5218518058,1,4.8,4.6,6.6,5.2,0,1,1,1,1,1,1104.0,True
NA1_5218518058,2,7.0,5.6,3.0,4.2,0,1,0,2,0,2,1104.0,False
NA1_5218518436,1,5.2,5.6,4.8,4.0,0,0,1,1,2,1,1062.0,True
NA1_5218518436,2,7.0,3.8,4.8,6.0,0,3,0,1,1,0,1062.0,False
NA1_5218520345,1,6.0,4.0,4.2,7.2,1,0,0,3,0,1,1252.0,False
NA1_5218520345,2,5.2,3.4,7.0,7.0,0,1,2,2,0,0,1252.0,True
NA1_5218522472,1,6.6,4.6,4.2,7.2,0,1,1,2,1,0,807.0,False
NA1_5218522472,2,4.4,5.0,6.4,5.6,0,2,1,1,0,1,807.0,True
NA1_5218522772,1,6.8,4.6,3.8,5.2,2,2,1,0,0,0,1219.0,True
NA1_5218522772,2,4.4,6.0,5.6,5.2,0,1,2,1,0,1,1219.0,False
NA1_5218523112,1,5.0,5.0,2.8,4.0,0,1,0,1,0,3,1157.0,False
NA1_5218523112,2,7.8,4.4,3.2,5.0,1,2,0,1,0,1,1157.0,True
NA1_5218525924,1,6.8,4.4,4.0,6.0,1,1,0,3,0,0,646.0,False
NA1_5218525924,2,4.8,4.0,6.6,4.8,0,0,2,2,1,0,646.0,True
NA1_5218526130,1,3.6,3.4,5.2,3.6,0,0,3,1,0,1,1695.0,False
NA1_5218526130,2,3.2,3.2,6.0,6.2,1,1,1,1,0,1,1695.0,True
NA1_5218526516,1,7.0,4.2,5.2,6.6,1,1,0,1,1,1,1280.0,True
NA1_5218526516,2,3.6,4.4,7.4,6.4,1,1,2,0,1,0,1280.0,False
NA1_5218526573,1,5.4,3.0,6.4,6.6,0,1,2,1,1,0,1251.0,True
NA1_5218526573,2,4.8,4.2,6.0,6.6,0,0,2,2,1,0,1251.0,False
NA1_5218526941,1,5.2,5.0,5.0,6.6,1,0,1,1,0,2,1599.0,True
NA1_5218526941,2,7.0,4.4,3.4,5.6,0,2,1,1,1,0,1599.0,False
NA1_5218527995,1,4.0,5.2,6.8,6.4,0,1,2,0,1,1,1052.0,True
NA1_5218527995,2,5.6,2.8,3.2,3.4,1,1,0,2,1,0,1052.0,False
NA1_5218528385,1,5.6,3.6,3.2,4.0,1,1,1,1,1,0,1261.0,False
NA1_5218528385,2,5.6,3.4,6.4,7.4,4,0,0,1,0,0,1261.0,True
NA1_5218529994,1,8.4,4.4,3.0,5.4,0,1,0,4,0,0,1484.0,True
NA1_5218529994,2,2.4,4.4,8.6,7.2,1,0,4,0,0,0,1484.0,False
NA1_5218530007,1,4.8,6.6,6.2,5.4,0,1,1,1,1,1,939.0,True
NA1_5218530007,2,5.4,4.2,5.8,6.6,0,1,2,1,1,0,939.0,False
NA1_5218530391,1,7.0,3.8,4.8,5.6,0,3,1,1,0,0,1663.0,False
NA1_5218530391,2,6.8,2.6,4.6,7.4,3,0,0,2,0,0,1663.0,True
NA1_5218530641,1,6.8,3.6,4.6,6.2,0,1,0,3,1,0,1523.0,False
NA1_5218530641,2,4.4,6.4,5.0,5.2,0,1,1,1,0,2,1523.0,True
NA1_5218533424,1,5.8,5.4,5.2,6.4,0,1,1,0,1,2,940.0,False
NA1_5218533424,2,4.2,3.6,6.6,5.0,0,1,2,1,1,0,940.0,True
NA1_5218534050,1,4.0,5.6,5.2,6.8,2,1,0,0,0,2,1356.0,True
NA1_5218534050,2,5.2,4.0,6.2,5.6,1,1,1,1,0,1,1356.0,False
NA1_5218534624,1,7.8,4.8,3.2,6.4,0,2,0,2,1,0,942.0,False
NA1_5218534624,2,4.6,4.0,7.6,5.8,1,0,1,1,1,1,942.0,True
NA1_5218534939,1,5.6,5.0,4.4,5.6,0,1,1,1,1,1,1746.0,True
NA1_5218534939,2,4.0,4.8,7.0,4.2,0,1,1,0,2,1,1746.0,False
NA1_5218535541,1,5.0,4.2,6.2,4.6,1,1,0,1,1,1,1002.0,True
NA1_5218535541,2,4.8,4.6,5.0,5.4,0,0,2,2,0,1,1002.0,False
NA1_5218538109,1,6.8,4.6,6.2,5.0,1,1,0,2,0,1,1329.0,True
NA1_5218538109,2,5.4,5.6,4.6,6.6,0,2,2,1,0,0,1329.0,False
NA1_5218539231,1,5.6,5.8,6.0,5.4,1,1,1,0,1,1,1845.0,False
NA1_5218539231,2,7.2,4.0,5.6,5.2,1,2,0,2,0,0,1845.0,True
NA1_5218539702,1,4.8,5.4,5.2,5.4,1,2,0,0,0,2,1028.0,True
NA1_5218539702,2,7.4,5.0,3.6,6.2,1,0,1,2,0,1,1028.0,False
NA1_5218539943,1,5.8,5.0,4.4,5.6,0,1,1,2,0,1,1316.0,True
NA1_5218539943,2,5.2,5.0,5.6,6.0,0,0,1,2,0,2,1316.0,False
NA1_5218540665,1,7.8,3.6,4.0,5.6,1,1,0,3,0,0,893.0,False
NA1_5218540665,2,6.0,4.2,5.0,6.4,0,1,0,2,2,0,893.0,True
NA1_5218541501,1,7.4,3.8,4.4,5.2,0,0,0,4,1,0,1087.0,True
NA1_5218541501,2,5.8,4.8,5.8,5.6,0,2,1,2,0,0,1087.0,False
NA1_5218542514,1,3.4,5.4,6.6,4.8,0,0,3,1,0,1,1056.0,True
NA1_5218542514,2,4.0,4.4,6.8,6.8,0,1,4,0,0,0,1056.0,False
NA1_5218543374,1,4.0,4.8,6.6,6.2,0,0,3,2,0,0,1067.0,False
NA1_5218543374,2,6.2,3.2,5.0,4.4,0,1,1,2,1,0,1067.0,True
NA1_5218544415,1,7.0,4.6,4.2,4.4,1,2,0,1,0,1,1537.0,True
NA1_5218544415,2,4.2,3.6,7.0,6.6,0,0,3,1,0,1,1537.0,False
NA1_5218546732,1,7.2,5.2,5.0,4.4,0,1,0,3,0,1,1308.0,True
NA1_5218546732,2,6.0,3.4,5.8,6.2,0,0,2,3,0,0,1308.0,False
NA1_5218546902,1,6.6,3.4,5.0,5.0,1,1,0,2,1,0,1254.0,False
NA1_5218546902,2,5.4,4.8,5.4,3.6,0,1,2,1,0,1,1254.0,True
NA1_5218547074,1,6.0,5.2,4.4,6.0,0,2,1,0,0,2,1301.0,True
NA1_5218547074,2,3.6,5.6,7.2,6.0,0,0,2,0,1,2,1301.0,False
NA1_5218547918,1,5.6,4.4,4.8,5.8,1,0,0,2,1,1,1091.0,False
NA1_5218547918,2,5.0,4.0,6.2,4.4,1,0,2,1,1,0,1091.0,True
NA1_5218548677,1,4.0,3.0,5.0,3.8,0,0,2,2,0,1,555.0,True
NA1_5218548677,2,6.2,5.4,4.0,5.8,0,1,0,2,1,1,555.0,False
NA1_5218551270,1,4.4,4.6,7.0,5.6,0,0,1,1,1,2,1244.0,True
NA1_5218551270,2,5.0,5.2,5.0,5.4,0,0,1,2,1,1,1244.0,False
NA1_5218551581,1,6.2,6.2,4.6,4.8,0,2,1,1,0,1,838.0,False
NA1_5218551581,2,6.0,3.6,6.2,6.0,0,1,2,0,1,1,838.0,True
NA1_5218552643,1,7.6,4.8,2.6,5.4,1,0,0,2,1,1,918.0,False
NA1_5218552643,2,4.6,6.6,6.0,4.6,0,1,1,0,0,3,918.0,True
NA1_5218553071,1,5.4,4.0,6.4,5.8,1,2,2,0,0,0,1271.0,False
NA1_5218553071,2,4.8,5.4,4.6,5.6,0,0,0,0,3,2,1271.0,True
NA1_5218555064,1,7.0,5.0,3.8,6.0,0,2,1,2,0,0,1248.0,False
NA1_5218555064,2,4.8,3.6,5.8,5.2,0,1,2,1,0,1,1248.0,True
NA1_5218556012,1,2.0,3.4,8.6,6.0,0,0,4,0,0,1,509.0,True
NA1_5218556012,2,6.8,2.6,5.0,7.0,1,2,0,1,1,0,509.0,False
NA1_5218556661,1,3.6,3.4,5.8,4.6,0,2,1,1,1,0,1031.0,True
NA1_5218556661,2,3.2,4.2,6.4,6.2,0,0,1,1,2,1,1031.0,False
NA1_5218557559,1,5.6,3.6,5.6,4.6,0,1,1,2,0,1,1390.0,True
NA1_5218557559,2,4.0,3.2,5.2,4.0,0,1,2,2,0,0,1390.0,False
NA1_5218558597,1,6.2,5.0,4.8,6.0,0,1,1,2,0,1,893.0,True
NA1_5218558597,2,5.8,4.8,4.6,6.0,0,3,1,1,0,0,893.0,False
NA1_5218559520,1,3.2,3.8,6.4,7.2,1,0,2,2,0,0,1572.0,True
NA1_5218559520,2,5.4,6.2,4.4,5.2,1,2,0,0,1,1,1572.0,False
NA1_5218559834,1,6.0,5.4,5.0,3.8,0,1,0,1,1,2,1042.0,True
NA1_5218559834,2,7.4,4.0,4.8,5.8,1,1,0,2,0,1,1042.0,False
NA1_5218561666,1,6.4,3.8,5.6,5.8,0,3,1,0,1,0,1252.0,True
NA1_5218561666,2,4.4,4.6,7.2,6.2,1,0,2,1,0,1,1252.0,False
NA1_5218563041,1,6.2,2.0,2.8,4.0,0,1,1,2,1,0,1552.0,True
NA1_5218563041,2,5.8,4.2,6.2,6.2,1,2,1,1,0,0,1552.0,False
NA1_5218564365,1,4.8,4.0,6.0,5.8,0,1,2,1,1,0,643.0,True
NA1_5218564365,2,4.8,4.0,6.6,6.4,1,1,2,0,0,1,643.0,False
NA1_5218564929,1,3.4,2.4,7.6,7.0,0,1,2,1,1,0,1092.0,True
NA1_5218564929,2,4.2,5.8,5.2,4.2,0,1,1,1,1,1,1092.0,False
NA1_5218565300,1,5.0,3.8,6.2,5.4,1,1,2,1,0,0,513.0,True
NA1_5218565300,2,5.4,4.6,6.0,5.0,1,1,1,1,0,1,513.0,False
NA1_5218565563,1,4.2,3.0,4.0,3.2,0,0,1,2,1,1,1076.0,True
NA1_5218565563,2,5.8,3.6,6.0,5.8,0,1,1,1,1,1,1076.0,False
NA1_5218566365,1,5.6,4.6,5.4,6.4,1,1,1,1,0,1,1084.0,True
NA1_5218566365,2,4.8,4.0,6.2,5.2,0,0,2,1,1,1,1084.0,False
NA1_5218566993,1,4.0,5.0,7.2,6.8,0,1,2,0,1,1,819.0,False
NA1_5218566993,2,3.8,3.8,6.8,5.8,0,1,3,0,1,0,819.0,True
NA1_5218567975,1,8.0,4.6,3.4,5.6,1,0,0,3,0,1,535.0,False
NA1_5218567975,2,4.8,4.8,6.2,4.6,0,0,2,1,1,1,535.0,True
NA1_5218568152,1,3.4,5.0,7.4,5.6,1,1,3,0,0,0,907.0,True
NA1_5218568152,2,6.2,4.6,5.0,5.6,0,2,1,1,1,0,907.0,False
NA1_5218569856,1,5.0,5.0,5.0,6.0,1,0,2,1,0,1,1506.0,False
NA1_5218569856,2,4.2,5.2,6.2,4.6,1,0,1,1,1,1,1506.0,True
NA1_5218570301,1,4.0,3.6,6.4,6.6,0,1,3,1,0,0,1464.0,False
NA1_5218570301,2,4.6,3.6,4.8,4.2,2,0,0,2,0,1,1464.0,True
NA1_5218570988,1,5.4,2.8,4.6,5.0,1,0,2,2,0,0,779.0,True
NA1_5218570988,2,6.6,6.0,4.0,4.6,1,2,1,0,1,0,779.0,False
NA1_5218571238,1,4.6,3.4,7.4,7.0,1,1,1,1,1,0,1234.0,False
NA1_5218571238,2,5.2,4.2,5.8,4.2,0,1,1,1,1,1,1234.0,True
NA1_5218572139,1,6.6,4.4,3.8,4.8,0,3,0,1,1,0,1231.0,True
NA1_5218572139,2,4.6,4.6,3.6,5.6,0,1,2,1,0,1,1231.0,False
NA1_5218572258,1,6.4,3.6,5.2,5.4,1,2,1,1,0,0,1341.0,False
NA1_5218572258,2,5.4,5.0,6.0,5.8,1,1,0,0,3,0,1341.0,True
NA1_5218572604,1,6.6,6.0,4.8,5.8,1,1,0,0,1,2,1465.0,False
NA1_5218572604,2,4.0,2.8,7.2,7.2,0,0,3,1,1,0,1465.0,True
NA1_5218572824,1,6.6,4.4,4.2,5.4,0,1,1,2,1,0,1083.0,False
NA1_5218572824,2,4.8,4.6,6.2,7.0,0,1,2,1,1,0,1083.0,True
NA1_5218572864,1,4.0,4.2,7.6,7.2,0,0,2,0,3,0,1369.0,True
NA1_5218572864,2,6.2,5.6,4.8,6.0,1,2,0,0,0,2,1369.0,False
NA1_5218573892,1,5.8,3.8,5.4,4.0,0,1,0,1,2,1,1137.0,False
NA1_5218573892,2,4.6,4.8,4.8,5.4,0,1,2,1,0,1,1137.0,True
NA1_5218574004,1,7.4,4.6,3.0,6.2,0,2,0,2,0,1,950.0,False
NA1_5218574004,2,5.8,4.2,6.2,3.2,0,1,0,2,1,1,950.0,True
NA1_5218576400,1,6.2,3.0,4.4,5.4,0,1,2,2,0,0,1503.0,False
NA1_5218576400,2,5.8,4.4,4.8,5.6,0,1,1,2,0,1,1503.0,True
NA1_5218576963,1,6.8,4.2,3.8,5.6,0,2,1,1,0,1,1332.0,False
NA1_5218576963,2,5.4,4.8,5.4,5.2,1,1,2,0,1,0,1332.0,True
NA1_5218577937,1,3.0,3.6,7.6,5.0,0,0,3,0,2,0,1080.0,True
NA1_5218577937,2,5.6,5.6,5.2,6.6,0,1,1,1,1,1,1080.0,False
NA1_5218578104,1,5.6,4.8,5.2,4.6,1,1,1,1,0,1,1559.0,False
NA1_5218578104,2,5.8,4.6,5.8,6.2,1,2,0,1,1,0,1559.0,True
NA1_5218578374,1,4.4,5.0,6.0,4.4,0,2,2,1,0,0,1372.0,False
NA1_5218578374,2,5.8,5.6,5.2,5.2,0,3,1,0,0,1,1372.0,True
NA1_5218578713,1,6.4,3.0,5.6,6.0,1,0,1,2,1,0,1328.0,False
NA1_5218578713,2,7.4,4.8,3.6,5.6,0,1,0,2,1,1,1328.0,True
NA1_5218580717,1,4.0,5.2,6.4,6.6,1,0,1,1,1,1,1304.0,False
NA1_5218580717,2,6.6,3.2,2.2,3.0,0,3,0,1,1,0,1304.0,True
NA1_5218581393,1,2.8,3.6,8.6,5.8,1,0,4,0,0,0,1998.0,False
NA1_5218581393,2,4.4,2.8,2.4,3.2,0,2,0,2,0,1,1998.0,True
NA1_5218581477,1,4.4,4.2,6.8,6.0,0,0,2,1,1,1,1524.0,False
NA1_5218581477,2,5.2,3.0,3.6,4.2,2,0,2,1,0,0,1524.0,True
NA1_5218583409,1,6.2,5.6,4.0,5.4,1,1,0,2,0,1,985.0,True
NA1_5218583409,2,4.0,4.0,6.8,6.0,0,1,2,0,1,1,985.0,False
NA1_5218584413,1,3.2,3.2,5.6,5.8,0,1,3,0,1,0,877.0,True
NA1_5218584413,2,4.8,5.0,5.8,6.8,0,0,2,1,1,1,877.0,False
NA1_5218587272,1,5.6,4.0,4.8,6.0,1,1,2,0,0,1,1588.0,False
NA1_5218587272,2,3.8,3.6,5.2,2.4,0,1,2,1,0,1,1588.0,True
NA1_5218587322,1,4.0,3.8,7.8,4.4,0,0,3,1,0,1,1185.0,True
NA1_5218587322,2,6.2,4.8,4.6,4.6,0,1,0,1,2,1,1185.0,False
NA1_5218587386,1,7.0,3.0,4.8,5.8,1,0,1,3,0,0,1085.0,True
NA1_5218587386,2,5.0,5.2,5.0,5.4,0,1,2,1,0,1,1085.0,False
NA1_5218587443,1,5.8,4.4,5.6,5.6,0,0,2,2,1,0,1117.0,True
NA1_5218587443,2,6.2,5.2,4.8,6.2,1,0,1,1,0,2,1117.0,False
NA1_5218587517,1,2.2,3.6,6.6,5.4,1,0,2,0,2,0,1474.0,False
NA1_5218587517,2,7.8,3.0,4.6,6.6,1,1,0,2,1,0,1474.0,True
NA1_5218587932,1,5.8,3.8,5.2,5.6,1,0,2,1,0,1,1010.0,False
NA1_5218587932,2,6.6,3.2,3.4,4.2,0,2,0,2,1,0,1010.0,True
NA1_5218588039,1,5.2,4.0,5.6,5.2,0,0,2,1,1,1,994.0,True
NA1_5218588039,2,5.6,4.0,6.2,5.2,0,0,2,3,0,0,994.0,False
NA1_5218588422,1,6.8,5.8,4.4,6.2,0,3,1,1,0,0,971.0,True
NA1_5218588422,2,5.6,5.4,5.0,4.6,0,2,0,0,1,2,971.0,False
NA1_5218588734,1,6.4,3.8,5.2,4.6,0,2,1,2,0,0,1183.0,True
NA1_5218588734,2,8.2,3.4,3.8,6.0,0,1,1,2,1,0,1183.0,False
NA1_5218590991,1,8.0,5.0,3.4,4.2,0,2,0,1,1,1,1003.0,False
NA1_5218590991,2,6.4,3.6,5.0,4.6,0,1,1,2,1,0,1003.0,True
NA1_5218591140,1,6.2,3.0,5.6,7.6,1,0,2,2,0,0,1507.0,False
NA1_5218591140,2,6.8,4.8,3.0,6.0,1,1,0,2,0,1,1507.0,True
NA1_5218591630,1,5.2,4.6,6.2,6.8,0,1,3,1,0,0,1248.0,True
NA1_5218591630,2,6.0,3.8,5.8,6.0,0,2,2,1,0,0,1248.0,False
